ZONE T="first 0", I=  57, F=POINT
 -0.86221  -0.17831
 -0.85073  -0.17085
 -0.83880  -0.16354
 -0.82636  -0.15646
 -0.81335  -0.14966
 -0.79973  -0.14321
 -0.78547  -0.13716
 -0.77056  -0.13155
 -0.75501  -0.12640
 -0.73884  -0.12170
 -0.72207  -0.11744
 -0.70475  -0.11360
 -0.68690  -0.11014
 -0.65922  -0.10559
 -0.63056  -0.10170
 -0.58601  -0.09692
 -0.53996  -0.09314
 -0.50862  -0.09108
 -0.47692  -0.08932
 -0.44498  -0.08785
 -0.41292  -0.08662
 -0.38085  -0.08563
 -0.34891  -0.08486
 -0.31721  -0.08430
 -0.28586  -0.08397
 -0.25496  -0.08387
 -0.22463  -0.08402
 -0.19496  -0.08445
 -0.16605  -0.08523
 -0.13800  -0.08641
 -0.11093  -0.08809
 -0.08500  -0.09040
 -0.06041  -0.09343
 -0.03746  -0.09720
 -0.01641  -0.10159
  0.00264  -0.10631
  0.01981  -0.11107
  0.03539  -0.11568
  0.04510  -0.11861
  0.05438  -0.12144
  0.06335  -0.12415
  0.07211  -0.12677
  0.08073  -0.12929
  0.08928  -0.13174
  0.09781  -0.13411
  0.10636  -0.13641
  0.11929  -0.13975
  0.13240  -0.14296
  0.15246  -0.14753
  0.17303  -0.15181
  0.19412  -0.15583
  0.21568  -0.15957
  0.23769  -0.16306
  0.26010  -0.16629
  0.28288  -0.16928
  0.30598  -0.17203
  0.32939  -0.17455
  0.35307  -0.17687
  0.37699  -0.17898
  0.40113  -0.18089
  0.42547  -0.18262
  0.45000  -0.18417
  0.47470  -0.18555
  0.49955  -0.18678
  0.52453  -0.18784
  0.54965  -0.18877
  0.57489  -0.18955
  0.60023  -0.19020
  0.62567  -0.19072
  0.65121  -0.19113
  0.67683  -0.19141
  0.70253  -0.19158
  0.72830  -0.19165
  0.75415  -0.19161
  0.78005  -0.19148
  0.80602  -0.19125
  0.83204  -0.19093
  0.85811  -0.19052
  0.88423  -0.19003
  0.91040  -0.18946
  0.93661  -0.18881
  0.96286  -0.18808
ZONE T="2     3", I= 107, F=POINT
 -1.71014  -0.64494
 -1.71011  -0.64493
 -1.68491  -0.63584
 -1.65975  -0.62666
 -1.63464  -0.61739
 -1.60958  -0.60802
 -1.58457  -0.59855
 -1.55961  -0.58898
 -1.53472  -0.57930
 -1.50988  -0.56951
 -1.48510  -0.55960
 -1.46039  -0.54956
 -1.43575  -0.53940
 -1.41118  -0.52909
 -1.38669  -0.51865
 -1.36227  -0.50805
 -1.33794  -0.49730
 -1.31369  -0.48638
 -1.28953  -0.47528
 -1.26546  -0.46400
 -1.24149  -0.45252
 -1.21761  -0.44083
 -1.19384  -0.42893
 -1.17017  -0.41679
 -1.14660  -0.40441
 -1.12312  -0.39177
 -1.09975  -0.37885
 -1.07646  -0.36565
 -1.05324  -0.35214
 -1.03007  -0.33832
 -1.00691  -0.32418
 -0.98371  -0.30970
 -0.96039  -0.29490
 -0.93683  -0.27980
 -0.91288  -0.26445
 -0.88831  -0.24894
 -0.86281  -0.23344
 -0.84511  -0.22324
 -0.82670  -0.21325
 -0.80746  -0.20360
 -0.78729  -0.19439
 -0.76609  -0.18575
 -0.74384  -0.17776
 -0.72051  -0.17049
 -0.69615  -0.16393
 -0.67080  -0.15809
 -0.64455  -0.15290
 -0.61746  -0.14833
 -0.57549  -0.14250
 -0.53219  -0.13773
 -0.48792  -0.13386
 -0.44302  -0.13077
 -0.39785  -0.12837
 -0.36776  -0.12713
 -0.33780  -0.12615
 -0.30809  -0.12544
 -0.27872  -0.12501
 -0.24978  -0.12485
 -0.22138  -0.12500
 -0.19360  -0.12547
 -0.15331  -0.12686
 -0.11499  -0.12918
 -0.07901  -0.13256
 -0.04577  -0.13696
 -0.01553  -0.14215
  0.01182  -0.14770
  0.02869  -0.15141
  0.04468  -0.15505
  0.06001  -0.15859
  0.07488  -0.16201
  0.08945  -0.16530
  0.10385  -0.16846
  0.11818  -0.17151
  0.13971  -0.17585
  0.16141  -0.17992
  0.18337  -0.18375
  0.20561  -0.18732
  0.22816  -0.19065
  0.25100  -0.19374
  0.27412  -0.19661
  0.29751  -0.19925
  0.32115  -0.20168
  0.34502  -0.20391
  0.36910  -0.20594
  0.39338  -0.20779
  0.41784  -0.20946
  0.44247  -0.21096
  0.46724  -0.21229
  0.49216  -0.21347
  0.51721  -0.21450
  0.54238  -0.21539
  0.56766  -0.21614
  0.59304  -0.21676
  0.61851  -0.21726
  0.64408  -0.21764
  0.66972  -0.21790
  0.69545  -0.21806
  0.72124  -0.21811
  0.74710  -0.21806
  0.77302  -0.21791
  0.79899  -0.21767
  0.82502  -0.21734
  0.85111  -0.21692
  0.87723  -0.21642
  0.90341  -0.21584
  0.92962  -0.21518
  0.95587  -0.21445
ZONE T="3     4", I=  98, F=POINT
 -1.69601  -0.66808
 -1.69599  -0.66807
 -1.67073  -0.65901
 -1.64552  -0.64985
 -1.62035  -0.64061
 -1.59523  -0.63127
 -1.57015  -0.62183
 -1.54512  -0.61230
 -1.52014  -0.60265
 -1.49522  -0.59290
 -1.47035  -0.58304
 -1.44554  -0.57305
 -1.42078  -0.56294
 -1.39609  -0.55269
 -1.37146  -0.54231
 -1.34690  -0.53178
 -1.32240  -0.52111
 -1.29797  -0.51027
 -1.27361  -0.49927
 -1.24932  -0.48809
 -1.22509  -0.47673
 -1.20094  -0.46518
 -1.17685  -0.45343
 -1.15283  -0.44146
 -1.12886  -0.42927
 -1.10493  -0.41686
 -1.08104  -0.40420
 -1.05716  -0.39130
 -1.03327  -0.37814
 -1.00931  -0.36473
 -0.98525  -0.35107
 -0.96101  -0.33717
 -0.93650  -0.32307
 -0.91157  -0.30881
 -0.88608  -0.29446
 -0.85980  -0.28016
 -0.83250  -0.26606
 -0.80389  -0.25239
 -0.77374  -0.23940
 -0.74183  -0.22733
 -0.70807  -0.21640
 -0.67246  -0.20670
 -0.63512  -0.19826
 -0.59622  -0.19102
 -0.55601  -0.18488
 -0.51472  -0.17973
 -0.47266  -0.17546
 -0.43012  -0.17199
 -0.38739  -0.16924
 -0.34478  -0.16718
 -0.30259  -0.16578
 -0.26110  -0.16504
 -0.22061  -0.16499
 -0.18138  -0.16566
 -0.14370  -0.16710
 -0.10781  -0.16936
 -0.07397  -0.17241
 -0.04232  -0.17615
 -0.01288  -0.18037
  0.01456  -0.18484
  0.04032  -0.18938
  0.06485  -0.19384
  0.08854  -0.19814
  0.11174  -0.20225
  0.13470  -0.20616
  0.15760  -0.20986
  0.18056  -0.21333
  0.20363  -0.21659
  0.22687  -0.21963
  0.25030  -0.22247
  0.27392  -0.22510
  0.29772  -0.22752
  0.32172  -0.22976
  0.34590  -0.23180
  0.37024  -0.23367
  0.39475  -0.23536
  0.41941  -0.23689
  0.44421  -0.23826
  0.46914  -0.23947
  0.49419  -0.24054
  0.51936  -0.24146
  0.54463  -0.24225
  0.57001  -0.24292
  0.59547  -0.24345
  0.62102  -0.24387
  0.64665  -0.24418
  0.67236  -0.24437
  0.69814  -0.24446
  0.72398  -0.24445
  0.74988  -0.24434
  0.77584  -0.24414
  0.80186  -0.24385
  0.82792  -0.24347
  0.85403  -0.24300
  0.88019  -0.24246
  0.90639  -0.24184
  0.93262  -0.24114
  0.95890  -0.24037
ZONE T="4     5", I=  97, F=POINT
 -1.68139  -0.69096
 -1.68137  -0.69095
 -1.65606  -0.68191
 -1.63079  -0.67278
 -1.60556  -0.66357
 -1.58037  -0.65426
 -1.55522  -0.64486
 -1.53012  -0.63536
 -1.50506  -0.62576
 -1.48005  -0.61606
 -1.45508  -0.60624
 -1.43016  -0.59631
 -1.40529  -0.58625
 -1.38047  -0.57608
 -1.35570  -0.56577
 -1.33099  -0.55532
 -1.30632  -0.54473
 -1.28170  -0.53399
 -1.25714  -0.52310
 -1.23262  -0.51204
 -1.20814  -0.50082
 -1.18371  -0.48941
 -1.15931  -0.47783
 -1.13493  -0.46606
 -1.11056  -0.45409
 -1.08619  -0.44192
 -1.06179  -0.42955
 -1.03734  -0.41698
 -1.01280  -0.40421
 -0.98811  -0.39125
 -0.96322  -0.37811
 -0.93805  -0.36483
 -0.91250  -0.35144
 -0.88643  -0.33802
 -0.85971  -0.32464
 -0.83215  -0.31143
 -0.80358  -0.29854
 -0.77381  -0.28614
 -0.74270  -0.27441
 -0.71014  -0.26351
 -0.67609  -0.25356
 -0.64060  -0.24462
 -0.60377  -0.23673
 -0.56575  -0.22983
 -0.52673  -0.22389
 -0.48693  -0.21883
 -0.44660  -0.21459
 -0.40597  -0.21111
 -0.36532  -0.20834
 -0.32488  -0.20627
 -0.28493  -0.20486
 -0.24569  -0.20412
 -0.20741  -0.20406
 -0.17032  -0.20468
 -0.13461  -0.20599
 -0.10047  -0.20798
 -0.06801  -0.21057
 -0.03727  -0.21366
 -0.00820  -0.21711
  0.01939  -0.22076
  0.04575  -0.22448
  0.07115  -0.22819
  0.09587  -0.23181
  0.12013  -0.23530
  0.14413  -0.23864
  0.16799  -0.24181
  0.19182  -0.24480
  0.21568  -0.24762
  0.23962  -0.25025
  0.26367  -0.25270
  0.28783  -0.25497
  0.31213  -0.25706
  0.33655  -0.25898
  0.36111  -0.26074
  0.38580  -0.26234
  0.41061  -0.26378
  0.43554  -0.26507
  0.46059  -0.26621
  0.48574  -0.26721
  0.51099  -0.26808
  0.53633  -0.26883
  0.56177  -0.26944
  0.58729  -0.26994
  0.61289  -0.27032
  0.63856  -0.27059
  0.66430  -0.27076
  0.69011  -0.27082
  0.71598  -0.27078
  0.74191  -0.27065
  0.76789  -0.27043
  0.79392  -0.27012
  0.82000  -0.26972
  0.84613  -0.26924
  0.87230  -0.26868
  0.89851  -0.26805
  0.92475  -0.26734
  0.95104  -0.26656
ZONE T="5     6", I=  96, F=POINT
 -1.66628  -0.71356
 -1.66626  -0.71356
 -1.64089  -0.70454
 -1.61557  -0.69544
 -1.59028  -0.68626
 -1.56502  -0.67699
 -1.53980  -0.66763
 -1.51462  -0.65818
 -1.48947  -0.64862
 -1.46437  -0.63897
 -1.43930  -0.62921
 -1.41427  -0.61933
 -1.38928  -0.60935
 -1.36434  -0.59924
 -1.33942  -0.58901
 -1.31455  -0.57865
 -1.28971  -0.56816
 -1.26491  -0.55753
 -1.24014  -0.54675
 -1.21539  -0.53583
 -1.19066  -0.52475
 -1.16594  -0.51352
 -1.14122  -0.50212
 -1.11650  -0.49056
 -1.09174  -0.47883
 -1.06693  -0.46694
 -1.04205  -0.45488
 -1.01705  -0.44266
 -0.99191  -0.43030
 -0.96655  -0.41780
 -0.94092  -0.40520
 -0.91493  -0.39254
 -0.88850  -0.37986
 -0.86151  -0.36724
 -0.83383  -0.35476
 -0.80533  -0.34253
 -0.77588  -0.33067
 -0.74537  -0.31931
 -0.71370  -0.30859
 -0.68084  -0.29862
 -0.64679  -0.28946
 -0.61159  -0.28118
 -0.57535  -0.27378
 -0.53819  -0.26724
 -0.50030  -0.26155
 -0.46184  -0.25665
 -0.42304  -0.25251
 -0.38409  -0.24910
 -0.34522  -0.24637
 -0.30663  -0.24430
 -0.26855  -0.24289
 -0.23118  -0.24212
 -0.19470  -0.24198
 -0.15928  -0.24247
 -0.12508  -0.24356
 -0.09220  -0.24520
 -0.06070  -0.24733
 -0.03055  -0.24984
 -0.00169  -0.25264
  0.02603  -0.25561
  0.05280  -0.25866
  0.07880  -0.26172
  0.10422  -0.26474
  0.12924  -0.26767
  0.15399  -0.27049
  0.17857  -0.27318
  0.20308  -0.27573
  0.22755  -0.27813
  0.25205  -0.28037
  0.27660  -0.28247
  0.30122  -0.28440
  0.32593  -0.28619
  0.35072  -0.28782
  0.37561  -0.28931
  0.40059  -0.29065
  0.42567  -0.29185
  0.45084  -0.29292
  0.47609  -0.29385
  0.50144  -0.29466
  0.52687  -0.29534
  0.55237  -0.29591
  0.57795  -0.29636
  0.60361  -0.29670
  0.62933  -0.29693
  0.65511  -0.29707
  0.68096  -0.29710
  0.70686  -0.29703
  0.73281  -0.29688
  0.75882  -0.29663
  0.78487  -0.29630
  0.81097  -0.29589
  0.83711  -0.29539
  0.86330  -0.29482
  0.88952  -0.29417
  0.91578  -0.29345
  0.94207  -0.29266
ZONE T="6     7", I=  95, F=POINT
 -1.65068  -0.73588
 -1.65066  -0.73588
 -1.62524  -0.72689
 -1.59986  -0.71783
 -1.57450  -0.70869
 -1.54917  -0.69946
 -1.52388  -0.69014
 -1.49862  -0.68073
 -1.47339  -0.67122
 -1.44819  -0.66162
 -1.42302  -0.65192
 -1.39788  -0.64211
 -1.37277  -0.63220
 -1.34769  -0.62217
 -1.32263  -0.61203
 -1.29760  -0.60176
 -1.27259  -0.59137
 -1.24760  -0.58086
 -1.22262  -0.57021
 -1.19764  -0.55944
 -1.17266  -0.54852
 -1.14766  -0.53747
 -1.12263  -0.52627
 -1.09757  -0.51494
 -1.07243  -0.50346
 -1.04721  -0.49186
 -1.02186  -0.48013
 -0.99636  -0.46828
 -0.97066  -0.45634
 -0.94470  -0.44432
 -0.91841  -0.43227
 -0.89173  -0.42021
 -0.86457  -0.40821
 -0.83683  -0.39634
 -0.80842  -0.38467
 -0.77924  -0.37330
 -0.74919  -0.36232
 -0.71822  -0.35185
 -0.68626  -0.34197
 -0.65332  -0.33276
 -0.61941  -0.32428
 -0.58460  -0.31656
 -0.54897  -0.30961
 -0.51265  -0.30344
 -0.47579  -0.29801
 -0.43854  -0.29331
 -0.40107  -0.28931
 -0.36358  -0.28598
 -0.32623  -0.28331
 -0.28922  -0.28126
 -0.25271  -0.27984
 -0.21687  -0.27901
 -0.18184  -0.27876
 -0.14776  -0.27907
 -0.11472  -0.27990
 -0.08279  -0.28119
 -0.05197  -0.28288
 -0.02224  -0.28488
  0.00647  -0.28712
  0.03428  -0.28952
  0.06132  -0.29200
  0.08774  -0.29450
  0.11367  -0.29699
  0.13924  -0.29942
  0.16455  -0.30177
  0.18968  -0.30402
  0.21470  -0.30616
  0.23967  -0.30818
  0.26462  -0.31007
  0.28959  -0.31182
  0.31459  -0.31345
  0.33963  -0.31494
  0.36474  -0.31630
  0.38991  -0.31753
  0.41515  -0.31863
  0.44046  -0.31961
  0.46584  -0.32046
  0.49129  -0.32120
  0.51681  -0.32181
  0.54240  -0.32232
  0.56805  -0.32272
  0.59376  -0.32301
  0.61954  -0.32320
  0.64537  -0.32330
  0.67125  -0.32329
  0.69719  -0.32320
  0.72318  -0.32301
  0.74921  -0.32274
  0.77529  -0.32238
  0.80142  -0.32195
  0.82758  -0.32143
  0.85378  -0.32084
  0.88002  -0.32018
  0.90629  -0.31944
  0.93259  -0.31864
ZONE T="7     8", I=  94, F=POINT
 -1.63461  -0.75791
 -1.63458  -0.75791
 -1.60911  -0.74896
 -1.58366  -0.73993
 -1.55824  -0.73082
 -1.53285  -0.72164
 -1.50748  -0.71236
 -1.48213  -0.70300
 -1.45681  -0.69356
 -1.43151  -0.68401
 -1.40624  -0.67438
 -1.38099  -0.66464
 -1.35576  -0.65480
 -1.33054  -0.64486
 -1.30534  -0.63481
 -1.28015  -0.62465
 -1.25497  -0.61437
 -1.22979  -0.60398
 -1.20460  -0.59348
 -1.17939  -0.58285
 -1.15416  -0.57211
 -1.12889  -0.56125
 -1.10356  -0.55027
 -1.07816  -0.53917
 -1.05267  -0.52797
 -1.02705  -0.51666
 -1.00128  -0.50527
 -0.97531  -0.49380
 -0.94910  -0.48229
 -0.92260  -0.47075
 -0.89575  -0.45922
 -0.86849  -0.44775
 -0.84073  -0.43639
 -0.81241  -0.42521
 -0.78345  -0.41427
 -0.75377  -0.40366
 -0.72334  -0.39345
 -0.69209  -0.38373
 -0.66002  -0.37457
 -0.62713  -0.36601
 -0.59346  -0.35811
 -0.55908  -0.35089
 -0.52406  -0.34436
 -0.48853  -0.33852
 -0.45260  -0.33336
 -0.41642  -0.32887
 -0.38014  -0.32502
 -0.34390  -0.32180
 -0.30786  -0.31918
 -0.27217  -0.31716
 -0.23697  -0.31570
 -0.20239  -0.31480
 -0.16855  -0.31442
 -0.13553  -0.31453
 -0.10340  -0.31509
 -0.07218  -0.31604
 -0.04189  -0.31733
 -0.01249  -0.31889
  0.01610  -0.32065
  0.04396  -0.32255
  0.07120  -0.32454
  0.09791  -0.32656
  0.12421  -0.32858
  0.15018  -0.33056
  0.17590  -0.33249
  0.20146  -0.33434
  0.22689  -0.33610
  0.25225  -0.33777
  0.27757  -0.33932
  0.30288  -0.34077
  0.32819  -0.34210
  0.35353  -0.34332
  0.37890  -0.34442
  0.40432  -0.34541
  0.42978  -0.34628
  0.45530  -0.34704
  0.48087  -0.34770
  0.50649  -0.34824
  0.53217  -0.34868
  0.55790  -0.34902
  0.58368  -0.34925
  0.60952  -0.34939
  0.63540  -0.34944
  0.66134  -0.34940
  0.68732  -0.34926
  0.71334  -0.34904
  0.73941  -0.34874
  0.76552  -0.34836
  0.79167  -0.34789
  0.81785  -0.34736
  0.84408  -0.34674
  0.87033  -0.34606
  0.89662  -0.34531
  0.92294  -0.34449
ZONE T="8     9", I=  93, F=POINT
 -1.61806  -0.77964
 -1.61803  -0.77963
 -1.59250  -0.77072
 -1.56699  -0.76173
 -1.54151  -0.75267
 -1.51604  -0.74353
 -1.49059  -0.73430
 -1.46516  -0.72500
 -1.43975  -0.71561
 -1.41436  -0.70613
 -1.38898  -0.69656
 -1.36361  -0.68690
 -1.33826  -0.67715
 -1.31291  -0.66729
 -1.28756  -0.65734
 -1.26221  -0.64729
 -1.23686  -0.63714
 -1.21148  -0.62689
 -1.18609  -0.61653
 -1.16066  -0.60607
 -1.13518  -0.59550
 -1.10965  -0.58484
 -1.08403  -0.57408
 -1.05832  -0.56324
 -1.03248  -0.55231
 -1.00649  -0.54132
 -0.98032  -0.53027
 -0.95393  -0.51918
 -0.92728  -0.50809
 -0.90031  -0.49702
 -0.87298  -0.48600
 -0.84522  -0.47509
 -0.81699  -0.46432
 -0.78821  -0.45378
 -0.75884  -0.44350
 -0.72883  -0.43356
 -0.69815  -0.42403
 -0.66677  -0.41496
 -0.63470  -0.40641
 -0.60195  -0.39843
 -0.56858  -0.39104
 -0.53464  -0.38426
 -0.50021  -0.37811
 -0.46541  -0.37259
 -0.43033  -0.36768
 -0.39509  -0.36339
 -0.35984  -0.35969
 -0.32469  -0.35657
 -0.28977  -0.35401
 -0.25520  -0.35200
 -0.22109  -0.35051
 -0.18756  -0.34952
 -0.15467  -0.34900
 -0.12251  -0.34891
 -0.09110  -0.34921
 -0.06046  -0.34985
 -0.03058  -0.35078
 -0.00143  -0.35195
  0.02705  -0.35329
  0.05493  -0.35476
  0.08229  -0.35631
  0.10922  -0.35791
  0.13578  -0.35951
  0.16205  -0.36110
  0.18810  -0.36265
  0.21397  -0.36413
  0.23973  -0.36555
  0.26540  -0.36689
  0.29102  -0.36814
  0.31661  -0.36930
  0.34219  -0.37036
  0.36778  -0.37132
  0.39338  -0.37218
  0.41901  -0.37293
  0.44467  -0.37359
  0.47037  -0.37415
  0.49610  -0.37461
  0.52188  -0.37497
  0.54770  -0.37524
  0.57356  -0.37541
  0.59946  -0.37549
  0.62541  -0.37549
  0.65140  -0.37540
  0.67742  -0.37522
  0.70349  -0.37496
  0.72960  -0.37462
  0.75574  -0.37420
  0.78192  -0.37371
  0.80813  -0.37314
  0.83438  -0.37251
  0.86066  -0.37180
  0.88696  -0.37102
  0.91330  -0.37018
ZONE T="9    10", I=  93, F=POINT
 -1.60105  -0.80106
 -1.60102  -0.80105
 -1.57543  -0.79218
 -1.54986  -0.78323
 -1.52430  -0.77421
 -1.49876  -0.76512
 -1.47323  -0.75595
 -1.44772  -0.74670
 -1.42222  -0.73737
 -1.39673  -0.72796
 -1.37124  -0.71847
 -1.34576  -0.70889
 -1.32028  -0.69922
 -1.29479  -0.68947
 -1.26930  -0.67962
 -1.24379  -0.66969
 -1.21827  -0.65966
 -1.19271  -0.64955
 -1.16711  -0.63935
 -1.14146  -0.62906
 -1.11575  -0.61868
 -1.08995  -0.60823
 -1.06406  -0.59770
 -1.03805  -0.58711
 -1.01189  -0.57647
 -0.98557  -0.56579
 -0.95904  -0.55508
 -0.93226  -0.54438
 -0.90521  -0.53370
 -0.87784  -0.52308
 -0.85010  -0.51255
 -0.82194  -0.50216
 -0.79333  -0.49196
 -0.76421  -0.48199
 -0.73455  -0.47231
 -0.70431  -0.46297
 -0.67349  -0.45403
 -0.64208  -0.44554
 -0.61008  -0.43753
 -0.57753  -0.43004
 -0.54448  -0.42310
 -0.51098  -0.41673
 -0.47712  -0.41092
 -0.44298  -0.40569
 -0.40867  -0.40102
 -0.37428  -0.39692
 -0.33992  -0.39336
 -0.30571  -0.39033
 -0.27174  -0.38783
 -0.23812  -0.38582
 -0.20493  -0.38428
 -0.17226  -0.38320
 -0.14016  -0.38254
 -0.10869  -0.38225
 -0.07786  -0.38231
 -0.04768  -0.38267
 -0.01814  -0.38328
  0.01080  -0.38410
  0.03918  -0.38508
  0.06706  -0.38617
  0.09450  -0.38735
  0.12157  -0.38857
  0.14832  -0.38980
  0.17482  -0.39103
  0.20111  -0.39224
  0.22725  -0.39340
  0.25326  -0.39450
  0.27919  -0.39554
  0.30505  -0.39651
  0.33088  -0.39740
  0.35668  -0.39820
  0.38247  -0.39892
  0.40827  -0.39955
  0.43408  -0.40009
  0.45991  -0.40055
  0.48577  -0.40091
  0.51165  -0.40119
  0.53756  -0.40137
  0.56351  -0.40148
  0.58949  -0.40149
  0.61550  -0.40143
  0.64155  -0.40128
  0.66763  -0.40105
  0.69375  -0.40075
  0.71990  -0.40036
  0.74608  -0.39991
  0.77229  -0.39938
  0.79853  -0.39878
  0.82481  -0.39811
  0.85111  -0.39738
  0.87744  -0.39658
  0.90379  -0.39571
  0.93018  -0.39479
ZONE T=":    11", I=  92, F=POINT
 -1.58357  -0.82217
 -1.58355  -0.82216
 -1.55790  -0.81332
 -1.53226  -0.80442
 -1.50663  -0.79545
 -1.48102  -0.78641
 -1.45541  -0.77729
 -1.42981  -0.76811
 -1.40422  -0.75884
 -1.37863  -0.74950
 -1.35303  -0.74009
 -1.32744  -0.73059
 -1.30183  -0.72102
 -1.27621  -0.71137
 -1.25057  -0.70164
 -1.22491  -0.69182
 -1.19921  -0.68193
 -1.17347  -0.67197
 -1.14767  -0.66192
 -1.12181  -0.65181
 -1.09587  -0.64163
 -1.06983  -0.63140
 -1.04368  -0.62111
 -1.01739  -0.61078
 -0.99093  -0.60042
 -0.96429  -0.59005
 -0.93743  -0.57969
 -0.91032  -0.56936
 -0.88293  -0.55908
 -0.85521  -0.54890
 -0.82713  -0.53883
 -0.79865  -0.52894
 -0.76974  -0.51925
 -0.74037  -0.50981
 -0.71050  -0.50066
 -0.68013  -0.49187
 -0.64925  -0.48345
 -0.61786  -0.47547
 -0.58599  -0.46794
 -0.55368  -0.46090
 -0.52096  -0.45436
 -0.48789  -0.44834
 -0.45456  -0.44284
 -0.42104  -0.43787
 -0.38741  -0.43343
 -0.35376  -0.42949
 -0.32019  -0.42606
 -0.28679  -0.42312
 -0.25364  -0.42066
 -0.22082  -0.41865
 -0.18840  -0.41707
 -0.15645  -0.41589
 -0.12500  -0.41509
 -0.09410  -0.41462
 -0.06375  -0.41446
 -0.03395  -0.41457
 -0.00468  -0.41489
  0.02407  -0.41540
  0.05236  -0.41606
  0.08022  -0.41682
  0.10772  -0.41766
  0.13489  -0.41854
  0.16178  -0.41945
  0.18845  -0.42036
  0.21493  -0.42125
  0.24127  -0.42212
  0.26749  -0.42294
  0.29362  -0.42370
  0.31968  -0.42441
  0.34570  -0.42505
  0.37169  -0.42561
  0.39766  -0.42611
  0.42363  -0.42652
  0.44960  -0.42686
  0.47558  -0.42712
  0.50157  -0.42730
  0.52758  -0.42741
  0.55362  -0.42743
  0.57968  -0.42737
  0.60576  -0.42724
  0.63187  -0.42703
  0.65801  -0.42675
  0.68418  -0.42639
  0.71038  -0.42596
  0.73660  -0.42546
  0.76285  -0.42489
  0.78913  -0.42425
  0.81543  -0.42355
  0.84176  -0.42279
  0.86812  -0.42196
  0.89449  -0.42107
  0.92090  -0.42012
ZONE T=";    12", I=  91, F=POINT
 -1.56565  -0.84294
 -1.56562  -0.84293
 -1.53991  -0.83414
 -1.51421  -0.82529
 -1.48851  -0.81637
 -1.46282  -0.80738
 -1.43713  -0.79832
 -1.41145  -0.78920
 -1.38576  -0.78001
 -1.36007  -0.77074
 -1.33437  -0.76141
 -1.30865  -0.75201
 -1.28292  -0.74253
 -1.25717  -0.73299
 -1.23139  -0.72337
 -1.20557  -0.71368
 -1.17971  -0.70393
 -1.15379  -0.69412
 -1.12780  -0.68424
 -1.10173  -0.67431
 -1.07557  -0.66434
 -1.04930  -0.65432
 -1.02290  -0.64427
 -0.99635  -0.63420
 -0.96962  -0.62413
 -0.94269  -0.61407
 -0.91554  -0.60405
 -0.88814  -0.59408
 -0.86044  -0.58420
 -0.83243  -0.57443
 -0.80407  -0.56480
 -0.77534  -0.55537
 -0.74620  -0.54615
 -0.71664  -0.53720
 -0.68664  -0.52854
 -0.65620  -0.52023
 -0.62532  -0.51229
 -0.59401  -0.50476
 -0.56231  -0.49766
 -0.53024  -0.49101
 -0.49785  -0.48483
 -0.46521  -0.47913
 -0.43237  -0.47391
 -0.39940  -0.46918
 -0.36639  -0.46493
 -0.33340  -0.46116
 -0.30052  -0.45784
 -0.26781  -0.45498
 -0.23536  -0.45254
 -0.20323  -0.45052
 -0.17146  -0.44889
 -0.14011  -0.44762
 -0.10921  -0.44669
 -0.07878  -0.44606
 -0.04882  -0.44570
 -0.01933  -0.44557
  0.00969  -0.44565
  0.03829  -0.44588
  0.06649  -0.44625
  0.09433  -0.44672
  0.12185  -0.44726
  0.14909  -0.44785
  0.17609  -0.44846
  0.20289  -0.44909
  0.22952  -0.44970
  0.25601  -0.45029
  0.28239  -0.45085
  0.30869  -0.45136
  0.33492  -0.45183
  0.36110  -0.45224
  0.38724  -0.45258
  0.41337  -0.45287
  0.43948  -0.45308
  0.46558  -0.45323
  0.49169  -0.45331
  0.51781  -0.45332
  0.54394  -0.45325
  0.57008  -0.45312
  0.59624  -0.45291
  0.62242  -0.45264
  0.64862  -0.45229
  0.67484  -0.45187
  0.70109  -0.45139
  0.72736  -0.45084
  0.75365  -0.45023
  0.77996  -0.44955
  0.80630  -0.44881
  0.83266  -0.44801
  0.85904  -0.44715
  0.88544  -0.44623
  0.91187  -0.44525
ZONE T="<    13", I=  90, F=POINT
 -1.54728  -0.86339
 -1.54725  -0.86338
 -1.52148  -0.85463
 -1.49571  -0.84582
 -1.46994  -0.83695
 -1.44417  -0.82803
 -1.41841  -0.81903
 -1.39263  -0.80998
 -1.36685  -0.80086
 -1.34106  -0.79167
 -1.31525  -0.78243
 -1.28942  -0.77312
 -1.26357  -0.76374
 -1.23768  -0.75431
 -1.21176  -0.74481
 -1.18579  -0.73526
 -1.15976  -0.72565
 -1.13367  -0.71600
 -1.10750  -0.70629
 -1.08123  -0.69655
 -1.05486  -0.68678
 -1.02837  -0.67698
 -1.00174  -0.66718
 -0.97495  -0.65737
 -0.94797  -0.64759
 -0.92079  -0.63783
 -0.89338  -0.62814
 -0.86571  -0.61852
 -0.83776  -0.60901
 -0.80951  -0.59964
 -0.78092  -0.59043
 -0.75199  -0.58142
 -0.72268  -0.57265
 -0.69299  -0.56414
 -0.66292  -0.55593
 -0.63246  -0.54805
 -0.60162  -0.54054
 -0.57043  -0.53341
 -0.53891  -0.52669
 -0.50710  -0.52040
 -0.47504  -0.51454
 -0.44279  -0.50913
 -0.41040  -0.50417
 -0.37794  -0.49965
 -0.34548  -0.49558
 -0.31307  -0.49194
 -0.28079  -0.48873
 -0.24870  -0.48593
 -0.21685  -0.48352
 -0.18530  -0.48148
 -0.15408  -0.47980
